"Название предмета";"Сезонность ниши";"Дата обнаружения";"Комиссия FBO";"Комиссия FBS";"Товары, шт.";"Количество новинок";"Товары с остатками, шт.";"% товаров с остатками";"Товары с движением, шт.";"% товаров с движением";"Товары с продажами, шт.";"% товаров с продажами";"% товаров с продажами от товаров с движением";"Бренды";"Бренды с продажами";"% брендов с продажами";"Продавцы";"Продавцы с продажами";"% продавцов с продажами";"Продажи, шт.";"Выручка, ₽";"Упущенная выручка, ₽";"Упущенная выручка %";"Потенциал, ₽";"Средний % выкупа";"Средний % выкупа с учётом возвратов";"Сумма выкупа, ₽";"Сумма выкупа с учётом возвратов, ₽";"Суммарные остатки, шт.";"Замороженный остаток, шт.";"Замороженный остаток в цене, ₽";"Замороженный остаток, %";"Оборачиваемость, дн.";"Минимальная цена, ₽";"Максимальная цена, ₽";"Средняя цена, ₽";"Медианная цена, ₽";"Минимальная цена с продажами, ₽";"Максимальная цена с продажами, ₽";"Средняя цена с продажами, ₽";"Медианная цена с продажами, ₽";"Средний рейтинг";"Средний рейтинг с продажами";"Средний дробный рейтинг";"Средний дробный рейтинг с продажами";"Количество кликов на карточку";"% добавления в корзину";"% оформления заказов"
"Посуда и инвентарь / Соковарки для плиты";"3";"2020-09-15";"29,5";"33";"2738";"619";"8";"0,29";"15";"0,55";"13";"0,47";"86,67";"124";"9";"7,26";"478";"12";"2,51";"174";"712760";"177716";"19,96";"890476";"97,62";"97,62";"695796";"695796";"177";"22";"81675";"12,43";"31";"0";"184074";"3435,43";"2815";"270";"4673";"3237,85";"3936";"4,8";"4,92";"4,71";"4,82";"11";"6,31";"6,57"
"Для праздника / Снежные шары";"3";"2020-01-25";"32,5";"36";"25662";"4279";"122";"0,48";"200";"0,78";"138";"0,54";"69";"410";"29";"7,07";"1234";"32";"2,59";"916";"712451";"638109";"47,25";"1350560";"59,79";"58,76";"425974";"418636";"1326";"832";"869112";"62,75";"43";"0";"660264";"20288,77";"1602";"201";"13275";"1271,03";"763,5";"4,55";"4,82";"4,48";"4,7";"9";"4,02";"5,55"
"Спортивный товар / Основания для ракеток настольного тенниса";"2";"2021-10-01";"27,5";"31";"12132";"2734";"51";"0,42";"82";"0,68";"56";"0,46";"68,29";"59";"9";"15,25";"702";"11";"1,57";"229";"712313";"1891863";"72,65";"2604176";"80,56";"80,56";"573839";"573839";"262";"158";"637985";"60,31";"34";"0";"385487";"3727,17";"2121,5";"242";"29880";"6878,29";"3710";"4,74";"4,75";"4,71";"4,68";"4";"6,21";"7,17"
"Ручной инструмент и оснастка / Динамометры";"2";"2020-10-05";"31,5";"35";"5806";"907";"53";"0,91";"76";"1,31";"40";"0,69";"52,63";"119";"19";"15,97";"850";"26";"3,06";"263";"711857";"495341";"41,03";"1207198";"80";"80";"569486";"569486";"338";"187";"617887";"55,33";"39";"0";"487240";"7525,66";"2580";"510";"19619";"3678,85";"2263";"4,78";"4,89";"4,75";"4,82";"9";"4,7";"13,13"
"Мебель корпусная и мебель для хранения / Вешалки встраиваемые";"2";"2021-05-28";"26,5";"30";"15404";"3041";"153";"0,99";"210";"1,36";"83";"0,54";"39,52";"122";"18";"14,75";"735";"42";"5,71";"1473";"711741";"269936";"27,5";"981677";"84,62";"84,62";"602275";"602275";"1105";"310";"291366";"28,05";"23";"0";"395453";"2310,73";"956,5";"164";"5864";"1124,19";"593";"4,56";"4,77";"4,51";"4,7";"2";"5,34";"8,25"
"Сантехника / Вентили для радиаторов";"2";"2020-09-17";"27,5";"31";"5139";"636";"291";"5,66";"360";"7,01";"143";"2,78";"39,72";"179";"31";"17,32";"477";"59";"12,37";"603";"711578";"221129";"23,71";"932707";"90,4";"90,4";"643267";"643267";"2317";"1941";"2993943";"83,77";"115";"0";"116047";"1971,04";"1188";"156";"16672";"1363,55";"925";"4,81";"4,91";"4,77";"4,83";"4";"8,03";"9,61"
"Бытовая техника / Ремни для швейных машин";"1";"2020-06-17";"20,5";"24";"825";"36";"104";"12,61";"161";"19,52";"138";"16,73";"85,71";"75";"23";"30,67";"191";"38";"19,9";"2903";"710125";"331150";"31,8";"1041275";"91,65";"90,35";"650830";"641598";"2987";"1316";"432119";"44,06";"31";"0";"332813";"5650,18";"399";"113";"1313";"264,24";"211,5";"4,78";"4,9";"4,69";"4,78";"17";"4,84";"17,29"
"Красота / Держатели для накладных ногтей";"1";"2021-03-01";"32,5";"36";"1591";"160";"66";"4,15";"99";"6,22";"73";"4,59";"73,74";"88";"21";"23,86";"231";"30";"12,99";"1184";"709590";"126478";"15,13";"836068";"90,14";"88,73";"639624";"629619";"1043";"393";"140461";"37,68";"26";"0";"320499";"2511";"991";"110";"2343";"752,7";"507";"4,76";"4,9";"4,66";"4,77";"4";"29,13";"19,9"
"Спортивный товар / Наконечники для клюшек";"2";"2020-02-13";"27,5";"31";"3246";"708";"155";"4,78";"193";"5,95";"139";"4,28";"72,02";"47";"15";"31,91";"110";"19";"17,27";"962";"708923";"343622";"32,65";"1052545";"76,41";"75";"541688";"531692";"1245";"597";"581706";"47,95";"39";"0";"205886";"3649,32";"885";"150";"1962";"996,79";"1218";"4,58";"4,83";"4,52";"4,74";"4";"4,46";"8,31"
"Для праздника / Наклейки интерактивные";"3";"2020-01-25";"32,5";"36";"18381";"1463";"1081";"5,88";"1279";"6,96";"576";"3,13";"45,04";"745";"104";"13,96";"1385";"151";"10,9";"3562";"707582";"152498";"17,73";"860080";"79,64";"79,28";"563518";"560971";"24933";"21851";"6448303";"87,64";"210";"0";"303300";"1692,34";"370";"22";"3750";"234,45";"195,5";"4,85";"4,94";"4,79";"4,85";"5";"6,9";"11,68"
"Товары для животных / Колтунорезки";"1";"2020-01-25";"21,5";"25";"7496";"1733";"97";"1,29";"124";"1,65";"68";"0,91";"54,84";"228";"19";"8,33";"1099";"32";"2,91";"1085";"706498";"171318";"19,52";"877816";"78,13";"75";"551987";"529874";"1015";"522";"468538";"51,43";"28";"0";"576231";"4025,96";"831";"151";"1815";"789,66";"717,5";"4,73";"4,86";"4,66";"4,74";"10";"12,89";"15,99"
"Товары для малышей / Органайзеры для подгузников";"2";"2021-02-01";"26,5";"30";"9075";"2495";"114";"1,26";"128";"1,41";"98";"1,08";"76,56";"39";"14";"35,9";"451";"18";"3,99";"1024";"706085";"127313";"15,28";"833398";"100";"100";"706085";"706085";"1753";"787";"702405";"44,89";"51";"0";"512204";"2039,38";"1247";"183";"7350";"921,02";"323,5";"4,89";"4,99";"4,84";"4,96";"1";"1,27";"9,09"
"Фото и Видеотехника / Кейсы для камер";"2";"2020-01-25";"28,5";"32";"70961";"9426";"104";"0,15";"137";"0,19";"80";"0,11";"58,39";"85";"25";"29,41";"1014";"39";"3,85";"616";"705358";"132642";"15,83";"838000";"80,58";"78,42";"568377";"553142";"719";"322";"946009";"44,78";"35";"0";"108844";"1637,23";"1410";"164";"16155";"1962,55";"1292,5";"4,68";"4,83";"4,64";"4,77";"9";"5,64";"17,28"
"Хранение вещей / Кейсы для дисков";"1";"2020-01-25";"26,5";"30";"9415";"3348";"109";"1,16";"191";"2,03";"156";"1,66";"81,68";"93";"30";"32,26";"796";"42";"5,28";"1458";"704972";"547507";"43,71";"1252479";"89,66";"89,66";"632078";"632078";"2073";"999";"578132";"48,19";"43";"0";"900156";"1527,76";"1030";"124";"7311";"689,08";"501";"4,86";"4,96";"4,79";"4,84";"14";"10,54";"23,2"
"Автозапчасти / Регуляторы автомобильные";"2";"2021-04-15";"26,5";"30";"24795";"1690";"385";"1,55";"510";"2,06";"188";"0,76";"36,86";"394";"64";"16,24";"468";"62";"13,25";"566";"703253";"129047";"15,5";"832300";"85,19";"82,72";"599101";"581731";"790";"480";"1021734";"60,76";"42";"0";"500887";"3353,2";"2345";"127";"13018";"2317,69";"1740";"4,56";"4,71";"4,53";"4,64";"4";"6,2";"8,99"
"Аксессуары для электроники / Крепления для смартфона на штатив";"1";"2020-01-25";"29,5";"33";"51887";"14660";"215";"0,41";"267";"0,51";"115";"0,22";"43,07";"327";"30";"9,17";"1625";"62";"3,82";"1944";"700891";"221940";"24,05";"922831";"83,33";"83,33";"584052";"584052";"2389";"956";"937895";"40,02";"37";"0";"1129868";"1403,14";"909";"99";"6392";"689,29";"414";"4,58";"4,78";"4,52";"4,67";"4";"8,45";"14,98"
"Товары для животных / Тримминги";"2";"2020-01-25";"21,5";"25";"2048";"561";"72";"3,52";"89";"4,35";"72";"3,52";"80,9";"71";"22";"30,99";"242";"24";"9,92";"777";"700355";"156201";"18,24";"856556";"72,73";"72,73";"509368";"509368";"1181";"456";"452438";"38,61";"46";"0";"504202";"9680,89";"990,5";"149";"7489";"1266,57";"1073,5";"4,77";"4,9";"4,71";"4,79";"7";"7,21";"10,34"
"Спортивный товар / Мел бильярдный";"2";"2020-07-24";"27,5";"31";"2473";"622";"54";"2,18";"102";"4,12";"74";"2,99";"72,55";"79";"26";"32,91";"361";"25";"6,93";"878";"699880";"197364";"22";"897244";"91,69";"91,69";"641720";"641720";"1264";"517";"381516";"40,9";"43";"0";"85056";"2188,4";"814";"110";"4006";"1319,23";"936";"4,65";"4,76";"4,6";"4,7";"15";"12,83";"40,83"
"Строительные материалы / Крюки крепежные";"1";"2021-06-16";"28,5";"32";"22327";"4357";"373";"1,67";"500";"2,24";"280";"1,25";"56";"303";"50";"16,5";"1418";"80";"5,64";"2134";"699453";"89015";"11,29";"788468";"89,05";"89,05";"622863";"622863";"4205";"2414";"1129323";"57,41";"59";"0";"300000";"1108,8";"803,5";"56";"12063";"578,48";"263";"4,85";"4,87";"4,8";"4,81";"5";"7,48";"15,39"
"Товары для отдыха и кемпинга / Картриджи для насоса";"3";"2020-01-25";"28,5";"32";"4995";"641";"194";"3,88";"212";"4,24";"83";"1,66";"39,15";"204";"11";"5,39";"975";"30";"3,08";"1038";"698673";"4590";"0,65";"703263";"93,55";"93,55";"653609";"653609";"21475";"20139";"15820698";"93,78";"621";"0";"900000";"2482,93";"1383";"177";"1890";"670,64";"587";"4,88";"4,95";"4,82";"4,84";"3";"10,38";"9,1"
"Товары для животных / Отсадники для рыб";"2";"2020-05-13";"21,5";"25";"2133";"620";"44";"2,06";"100";"4,69";"77";"3,61";"77";"92";"21";"22,83";"431";"29";"6,73";"2043";"698648";"685775";"49,54";"1384423";"100";"100";"698648";"698648";"1507";"429";"219635";"28,47";"22";"0";"900000";"2151,08";"1017";"123";"1703";"580,36";"478";"4,62";"4,76";"4,51";"4,6";"64";"8,15";"20,65"
"Красота / Шиммер для ванн";"2";"2020-04-11";"27,5";"31";"1467";"23";"48";"3,27";"120";"8,18";"102";"6,95";"85";"177";"25";"14,12";"295";"23";"7,8";"1794";"698218";"260832";"27,2";"959050";"100";"100";"698218";"698218";"827";"375";"144704";"45,34";"14";"0";"120048";"786,34";"288";"88";"2145";"373,56";"224,5";"4,71";"4,81";"4,63";"4,71";"2";"4,76";"1,41"
"Автохимия и автокосметика / Очистители топливной системы";"3";"2020-07-27";"26,5";"30";"3107";"252";"78";"2,51";"159";"5,12";"103";"3,32";"64,78";"190";"34";"17,89";"550";"58";"10,55";"1537";"696958";"100599";"12,61";"797557";"86,49";"86,49";"602799";"602799";"1896";"518";"320670";"27,32";"37";"0";"160064";"1557,18";"861";"155";"3013";"851,2";"694";"4,83";"4,92";"4,75";"4,77";"10";"9,59";"20,31"
"Бытовая химия / Крахмал для белья";"2";"2020-01-25";"29,5";"33";"3325";"305";"29";"0,87";"86";"2,59";"74";"2,23";"86,05";"80";"20";"25";"455";"44";"9,67";"1511";"696268";"84505";"10,82";"780773";"92,9";"92,78";"646833";"645997";"1832";"783";"347654";"42,74";"36";"0";"72100";"1771,88";"1392";"200";"1437";"514,88";"467";"4,85";"4,96";"4,74";"4,76";"28";"16,66";"36,39"
"Товары для животных / Спасательные жилеты для животных";"3";"2020-07-04";"21,5";"25";"2164";"388";"131";"6,05";"144";"6,65";"79";"3,65";"54,86";"86";"28";"32,56";"379";"33";"8,71";"635";"696085";"138718";"16,62";"834803";"61,14";"50,78";"425586";"353472";"4552";"3901";"4334574";"85,7";"215";"0";"138722";"1851,13";"1349";"343";"4915";"1334,11";"1058";"4,89";"4,99";"4,83";"4,88";"20";"7,62";"12,64"
"Канцелярские товары / Капсулы для монет";"2";"2020-10-04";"29,5";"33";"3276";"311";"168";"5,13";"272";"8,3";"183";"5,59";"67,28";"69";"14";"20,29";"420";"15";"3,57";"1204";"694214";"424244";"37,93";"1118458";"100";"100";"694214";"694214";"1217";"660";"610631";"54,23";"30";"0";"341470";"1526,73";"819";"104";"2260";"576,91";"456";"4,93";"4,96";"4,86";"4,89";"nan";"nan";"nan"
"Автозапчасти / Отбойники автомобильные";"1";"2021-11-16";"26,5";"30";"73541";"7439";"885";"1,2";"1180";"1,6";"468";"0,64";"39,66";"504";"119";"23,61";"793";"149";"18,79";"1531";"692625";"238414";"25,61";"931039";"86,11";"84,85";"596419";"587692";"3100";"2315";"1364523";"74,68";"61";"0";"2801700";"1408,43";"931,5";"41";"2110";"512,86";"409,5";"4,79";"4,88";"4,75";"4,81";"5";"7,73";"11,74"
"Строительные материалы / Профнастилы";"2";"2021-12-24";"28,5";"32";"1827";"168";"135";"7,39";"177";"9,69";"70";"3,83";"39,55";"28";"11";"39,29";"122";"11";"9,02";"87";"692495";"74297";"9,69";"766792";"67,57";"67,57";"467919";"467919";"202";"155";"1152754";"76,73";"70";"0";"114062";"8461,98";"5550";"1530";"13655";"7842,43";"7231";"4,88";"4,94";"4,79";"4,82";"10";"5,2";"3,39"
"Продукты / Фитококтейли";"2";"2020-01-25";"21,5";"25";"1378";"35";"89";"6,46";"148";"10,74";"107";"7,76";"72,3";"243";"27";"11,11";"346";"37";"10,69";"407";"691093";"313735";"31,22";"1004828";"89,22";"89,22";"616593";"616593";"958";"659";"2980536";"68,79";"71";"0";"190750";"2467,54";"1751,5";"254";"11970";"1834,45";"1271";"4,74";"4,92";"4,67";"4,85";"5";"8,43";"8,48"
"Рукоделие / Чехлы для рукоделия";"2";"2020-01-25";"29,5";"33";"6436";"1907";"87";"1,35";"115";"1,79";"80";"1,24";"69,57";"73";"19";"26,03";"397";"27";"6,8";"1567";"691071";"106203";"13,32";"797274";"100";"100";"691071";"691071";"1483";"504";"349076";"33,99";"28";"0";"144058";"1404,19";"938";"139";"3645";"1066,75";"667,5";"4,94";"4,97";"4,9";"4,89";"5";"8,79";"10,55"
"Продукты / Коктейли злаковые";"2";"2020-02-15";"21,5";"25";"3062";"256";"60";"1,96";"124";"4,05";"85";"2,78";"68,55";"327";"27";"8,26";"703";"48";"6,83";"566";"690913";"515319";"42,72";"1206232";"90,8";"90,8";"627349";"627349";"481";"121";"140717";"25,16";"25";"0";"453100";"2417,23";"1909";"283";"6824";"1907,04";"1633";"4,73";"4,72";"4,66";"4,62";"11";"6,45";"15,64"
"Строительные материалы / Уголки металлические";"2";"2021-05-23";"28,5";"32";"11404";"852";"455";"3,99";"728";"6,38";"422";"3,7";"57,97";"249";"41";"16,47";"444";"60";"13,51";"1312";"690402";"79867";"10,37";"770269";"65,22";"56,52";"450280";"390215";"1560";"941";"761054";"60,32";"36";"0";"261438";"2158,04";"911";"75";"3024";"687,21";"565,5";"4,85";"4,96";"4,82";"4,9";"2";"12,34";"6,94"
"Канцелярские товары / Готовальня";"3";"2020-01-25";"29,5";"33";"35441";"6278";"464";"1,31";"544";"1,53";"209";"0,59";"38,42";"350";"53";"15,14";"1456";"102";"7,01";"2492";"689738";"182775";"20,95";"872513";"88,3";"88,18";"609039";"608211";"8823";"6706";"1810573";"76,01";"106";"0";"1000000";"1321,98";"616";"51";"4987";"553";"303";"4,75";"4,85";"4,68";"4,74";"8";"9,21";"17,98"
"Мебель корпусная и мебель для хранения / Цоколи мебельные";"1";"2023-11-13";"26,5";"30";"2060";"448";"245";"11,89";"356";"17,28";"214";"10,39";"60,11";"30";"8";"26,67";"180";"10";"5,56";"710";"689691";"49736";"6,73";"739427";"85,71";"81,43";"591134";"561615";"429";"277";"110356";"64,57";"18";"0";"58800";"1225,92";"712";"92";"2761";"808,67";"829";"4,74";"4,8";"4,65";"4,67";"9";"6,52";"14,1"
"Аксессуары / Гардеробные номерки";"2";"2021-01-27";"34,5";"38";"2215";"130";"195";"8,8";"274";"12,37";"138";"6,23";"50,36";"39";"18";"46,15";"137";"22";"16,06";"333";"688934";"24138";"3,39";"713072";"94,29";"94,29";"649596";"649596";"598";"404";"1260877";"67,56";"54";"0";"69800";"1813,87";"809";"175";"17936";"2091,25";"973";"4,84";"4,95";"4,81";"4,9";"3";"3,46";"12,33"
"Спортивный товар / Гиперэкстензии";"2";"2020-01-31";"27,5";"31";"1296";"292";"7";"0,54";"18";"1,39";"13";"1";"72,22";"32";"7";"21,88";"292";"9";"3,08";"58";"687742";"264404";"27,77";"952146";"0";"0";"0";"0";"12";"5";"55075";"41,67";"6";"0";"128051";"4421,83";"1940";"2863";"15065";"7525,85";"6127";"4,64";"4,58";"4,61";"4,53";"nan";"nan";"nan"
"Декор интерьера / Картины в рамах";"3";"2020-01-25";"29,5";"33";"37270";"7669";"452";"1,21";"600";"1,61";"254";"0,68";"42,33";"196";"30";"15,31";"571";"48";"8,41";"432";"687240";"920712";"57,26";"1607952";"83,33";"83,33";"572677";"572677";"1535";"1320";"2466325";"85,99";"107";"0";"597572";"4897,25";"1371";"190";"8286";"1654,46";"1526";"4,79";"4,92";"4,75";"4,85";"3";"4,4";"6,61"
"Товары для взрослых / Трусы для страпона";"2";"2020-08-26";"29,5";"33";"2029";"125";"120";"5,91";"151";"7,44";"82";"4,04";"54,3";"90";"19";"21,11";"156";"27";"17,31";"405";"686815";"44895";"6,14";"731710";"65,63";"65,63";"450757";"450757";"981";"587";"1127634";"59,84";"73";"0";"24247";"3273,61";"2226";"266";"10800";"1975,32";"1412";"4,58";"4,69";"4,53";"4,63";"34";"6,44";"15,11"
"Рукоделие / Распарыватели";"1";"2020-01-25";"24,5";"28";"4470";"909";"143";"3,2";"207";"4,63";"171";"3,83";"82,61";"262";"58";"22,14";"745";"67";"8,99";"4730";"686604";"139667";"16,9";"826271";"95,24";"95,24";"653922";"653922";"9652";"5162";"804431";"53,48";"61";"0";"378500";"780,33";"383";"37";"3360";"235,61";"176";"4,87";"4,89";"4,78";"4,77";"13";"11,04";"17,86"
"Здоровье / Пакеты для медицинских отходов";"2";"2020-03-12";"31,5";"35";"2466";"278";"72";"2,92";"101";"4,1";"79";"3,2";"78,22";"45";"17";"37,78";"295";"24";"8,14";"1619";"686569";"96688";"12,34";"783257";"92,13";"92,13";"632536";"632536";"1879";"607";"388485";"32,3";"35";"0";"69100";"1403,17";"1117";"190";"1085";"460,92";"424";"4,81";"4,9";"4,76";"4,8";"3";"14,37";"18,13"
"Спортивный товар / Палочки для гимнастических лент";"2";"2020-07-23";"27,5";"31";"2367";"368";"74";"3,13";"120";"5,07";"91";"3,84";"75,83";"68";"10";"14,71";"322";"18";"5,59";"644";"686496";"739854";"51,87";"1426350";"78,13";"73,96";"536359";"507732";"1062";"640";"697355";"60,26";"49";"0";"135135";"1638,57";"640";"116";"7031";"1753,67";"752";"4,81";"4,89";"4,75";"4,79";"14";"11,39";"11,52"
"Мебель офисная и торговое оборудование / Механизмы для диванов";"2";"2021-05-18";"26,5";"30";"290";"20";"32";"11,03";"64";"22,07";"57";"19,66";"89,06";"22";"9";"40,91";"60";"12";"20";"443";"686404";"509562";"42,61";"1195966";"82,91";"77,78";"569098";"533885";"340";"92";"139293";"27,06";"23";"0";"60800";"1545,47";"725,5";"210";"4394";"1640,79";"1565";"4,84";"4,91";"4,74";"4,79";"5";"4,89";"13,06"
"Мебель корпусная и мебель для хранения / Тумбы для прихожей";"2";"2021-03-22";"26,5";"30";"1735";"192";"82";"4,73";"130";"7,49";"83";"4,78";"63,85";"144";"21";"14,58";"265";"30";"11,32";"202";"684998";"215408";"23,92";"900406";"93,33";"93,33";"639309";"639309";"414";"300";"1447128";"72,46";"61";"0";"99825";"4809,48";"3207";"945";"13450";"3950,95";"3333";"4,75";"4,85";"4,67";"4,72";"22";"4,18";"4,82"
"Автоаксессуары и дополнительное оборудование / Расширители колесных арок";"2";"2020-09-25";"26,5";"30";"2443";"264";"107";"4,38";"187";"7,65";"118";"4,83";"63,1";"112";"21";"18,75";"195";"36";"18,46";"291";"684954";"166406";"19,55";"851360";"76,32";"74,34";"522757";"509195";"131";"80";"297590";"61,07";"14";"0";"85735";"5243,31";"3309";"577";"12189";"2905,49";"2424";"4,53";"4,8";"4,47";"4,72";"21";"6,62";"15,96"
"Для праздника / Жидкости для генераторов дыма";"2";"2020-07-09";"28,5";"32";"2827";"37";"41";"1,45";"65";"2,3";"39";"1,38";"60";"157";"14";"8,92";"252";"17";"6,75";"395";"684807";"113360";"14,2";"798167";"0";"0";"0";"0";"1042";"496";"824419";"47,6";"79";"0";"216000";"2059,68";"435";"524";"7668";"1956,08";"1781";"4,47";"4,76";"4,42";"4,64";"3";"29,45";"18,83"
"Ювелирные украшения / Инструменты для ювелирных работ";"2";"2020-10-06";"33";"33";"19172";"7976";"199";"1,04";"341";"1,78";"218";"1,14";"63,93";"171";"34";"19,88";"1100";"45";"4,09";"859";"684206";"333232";"32,75";"1017438";"100";"100";"684206";"684206";"2192";"1757";"4390209";"80,16";"77";"0";"226403";"1551,19";"872";"128";"23962";"1283,33";"695,5";"4,8";"4,89";"4,75";"4,81";"5";"25,3";"37,8"
"Продукты / Холодные чаи";"2";"2020-01-25";"21,5";"25";"2582";"60";"59";"2,29";"137";"5,31";"107";"4,14";"78,1";"167";"17";"10,18";"293";"32";"10,92";"1446";"681757";"204090";"23,04";"885847";"95,45";"95,45";"650737";"650737";"1351";"592";"422799";"43,82";"28";"0";"31595";"1174,32";"722,5";"155";"3421";"1073,38";"1004";"4,71";"4,9";"4,66";"4,86";"4";"9,83";"10,14"
"Профессиональные музыкальные инструменты / Тюнеры для гитары";"2";"2020-03-17";"28,5";"32";"10192";"4932";"70";"0,69";"98";"0,96";"70";"0,69";"71,43";"173";"34";"19,65";"965";"39";"4,04";"1265";"681123";"265437";"28,04";"946560";"77,78";"77,78";"529777";"529777";"2336";"1334";"721270";"57,11";"55";"0";"354949";"1391,81";"917";"245";"5334";"926,21";"545";"4,76";"4,9";"4,69";"4,73";"2";"5,66";"6,16"
"Здоровье / Блокаторы вирусов";"2";"2020-01-25";"25,5";"29";"323";"18";"66";"20,43";"80";"24,77";"66";"20,43";"82,5";"85";"15";"17,65";"132";"16";"12,12";"1014";"680663";"6010799";"89,83";"6691462";"94,27";"94,27";"641661";"641661";"4204";"433";"366800";"10,3";"124";"0";"74999";"1114,54";"583";"230";"5784";"851,39";"626";"4,77";"4,92";"4,7";"4,83";"44";"13,27";"41,47"
